user_id,recency_days,frequency_monthly,monetary_monthly,n_services,tier,city,churn_label,segment_true,R,F,M,E,RFM_score,RFME_score,segment_rfm,ovo_points_balance,cluster_kmeans,services_used,monetary_monthly_raw
USR002677,9,14,754000.0,1,Gold,Jakarta,0,Loyal,4,4,4,1,12,13,Champions,8214,2,GrabFood,754000.0
USR008216,359,0,0.0,3,Member,Surabaya,1,Hibernating,1,1,1,3,3,6,Hibernating,0,3,GrabCar|GrabExpress|GrabBike,0.0
USR007729,12,5,92000.0,2,Member,Medan,1,Promising,3,2,1,2,6,8,Promising,818,0,GrabCar|GrabFood,92000.0
USR002594,7,9,340000.0,2,Silver,Surabaya,0,Loyal,4,3,3,2,10,12,Champions,3738,2,GrabMart|GrabFood,340000.0
USR005884,85,5,268000.0,1,Silver,Bandung,0,At_Risk,1,2,3,1,6,7,Hibernating,3104,0,GrabFood,268000.0
USR001029,6,16,1844000.0,3,Platinum,Bekasi,0,Champions,4,4,4,3,12,15,Champions,20020,1,GrabBike|GrabFood|GrabExpress,1844000.0
USR000136,12,25,2310000.0,3,Platinum,Jakarta,0,Champions,3,4,4,3,11,14,Loyal,23591,1,GrabCar|GrabFood|GrabExpress,2310000.0
USR006831,16,4,194000.0,1,Member,Medan,0,Promising,3,2,2,1,7,8,Promising,2006,0,GrabFood,194000.0
USR007814,8,5,161000.0,2,Member,Bekasi,1,Promising,4,2,2,2,8,10,Promising,1735,0,GrabExpress|GrabMart,161000.0
USR002854,28,12,561000.0,1,Silver,Jakarta,0,Loyal,2,4,3,1,9,10,At_Risk,5344,2,GrabExpress,561000.0
USR004409,71,4,314000.0,2,Silver,Jakarta,1,At_Risk,2,2,3,2,7,9,Hibernating,3066,0,GrabFood|GrabExpress,314000.0
USR001200,6,16,1997000.0,4,Platinum,Jakarta,0,Champions,4,4,4,4,12,16,Champions,18722,1,GrabBike|GrabMart|GrabCar|GrabExpress,1997000.0
USR004717,88,4,109000.0,2,Member,Jakarta,0,At_Risk,1,2,1,2,4,6,Hibernating,931,0,GrabBike|GrabFood,109000.0
USR009517,232,0,51000.0,1,Member,Bandung,1,Hibernating,1,1,1,1,3,4,Hibernating,494,3,GrabBike,51000.0
USR006594,4,3,234000.0,1,Silver,Medan,0,Promising,4,2,2,1,8,9,Promising,2796,0,GrabCar,234000.0
USR000566,10,16,2078000.0,3,Platinum,Surabaya,0,Champions,4,4,4,3,12,15,Champions,23244,1,GrabFood|GrabExpress|GrabBike,2078000.0
USR007328,8,7,239000.0,1,Silver,Jakarta,0,Promising,4,3,2,1,9,10,Loyal,2567,0,GrabCar,239000.0
USR005430,71,3,305000.0,4,Silver,Medan,0,At_Risk,2,2,3,4,7,11,Hibernating,2519,4,GrabMart|GrabFood|GrabExpress|GrabBike,305000.0
USR003927,18,8,773000.0,2,Gold,Jakarta,0,Loyal,3,3,4,2,10,12,Loyal,7111,2,GrabBike|GrabCar,773000.0
USR006055,12,3,233000.0,1,Silver,Jakarta,0,Promising,3,2,2,1,7,8,Promising,2353,0,GrabFood,233000.0
USR007589,20,7,209000.0,1,Silver,Jakarta,0,Promising,3,3,2,1,8,9,Loyal,2286,0,GrabBike,209000.0
USR007122,3,6,181000.0,1,Member,Medan,0,Promising,4,3,2,1,9,10,Loyal,1718,0,GrabExpress,181000.0
USR006572,11,7,231000.0,3,Silver,Jakarta,0,Promising,4,3,2,3,9,12,Loyal,2320,4,GrabFood|GrabExpress|GrabBike,231000.0
USR006535,4,6,88000.0,3,Member,Bandung,0,Promising,4,3,1,3,8,11,Loyal,913,4,GrabCar|GrabExpress|GrabFood,88000.0
USR008913,277,0,71000.0,2,Member,Bandung,0,Hibernating,1,1,1,2,3,5,Hibernating,679,3,GrabFood|GrabCar,71000.0
USR008275,187,0,59000.0,1,Member,Jakarta,1,Hibernating,1,1,1,1,3,4,Hibernating,541,3,GrabExpress,59000.0
USR002330,9,11,505000.0,2,Silver,Jakarta,0,Loyal,4,3,3,2,10,12,Champions,5299,2,GrabMart|GrabExpress,505000.0
USR003515,9,12,560000.0,4,Silver,Bekasi,0,Loyal,4,4,3,4,11,15,Champions,4511,4,GrabBike|GrabCar|GrabExpress|GrabFood,560000.0
USR002187,27,8,416000.0,2,Silver,Jakarta,0,Loyal,2,3,3,2,8,10,At_Risk,4721,2,GrabCar|GrabExpress,416000.0
USR000195,2,24,1552000.0,3,Platinum,Bandung,0,Champions,4,4,4,3,12,15,Champions,18580,1,GrabMart|GrabBike|GrabCar,1552000.0
USR007257,11,3,207000.0,4,Silver,Jakarta,0,Promising,4,2,2,4,8,12,Promising,2100,4,GrabCar|GrabMart|GrabFood|GrabBike,207000.0
USR005666,56,5,204000.0,1,Silver,Bekasi,1,At_Risk,2,2,2,1,6,7,Hibernating,1738,0,GrabFood,204000.0
USR005059,61,4,263000.0,3,Silver,Jakarta,0,At_Risk,2,2,3,3,7,10,Hibernating,2880,4,GrabExpress|GrabCar|GrabFood,263000.0
USR000802,9,22,936000.0,3,Gold,Medan,0,Champions,4,4,4,3,12,15,Champions,7639,1,GrabExpress|GrabFood|GrabMart,936000.0
USR008848,125,0,18000.0,1,Member,Jakarta,0,Hibernating,1,1,1,1,3,4,Hibernating,212,0,GrabCar,18000.0
USR009928,350,0,59000.0,2,Member,Jakarta,1,Hibernating,1,1,1,2,3,5,Hibernating,538,3,GrabCar|GrabFood,59000.0
USR002068,20,11,465000.0,1,Silver,Jakarta,0,Loyal,3,3,3,1,9,10,Loyal,4001,2,GrabMart,465000.0
USR009082,147,0,41000.0,1,Member,Bandung,1,Hibernating,1,1,1,1,3,4,Hibernating,362,0,GrabCar,41000.0
USR008744,281,0,58000.0,1,Member,Jakarta,1,Hibernating,1,1,1,1,3,4,Hibernating,551,3,GrabBike,58000.0
USR000644,12,26,1143000.0,2,Gold,Surabaya,0,Champions,3,4,4,2,11,13,Loyal,12473,1,GrabFood|GrabBike,1143000.0
USR009374,177,0,35000.0,2,Member,Surabaya,1,Hibernating,1,1,1,2,3,5,Hibernating,354,3,GrabExpress|GrabMart,35000.0
USR005103,72,3,117000.0,1,Member,Bekasi,1,At_Risk,2,2,2,1,6,7,Hibernating,1164,0,GrabFood,117000.0
USR005460,51,5,194000.0,3,Member,Jakarta,0,At_Risk,2,2,2,3,6,9,Hibernating,1652,4,GrabFood|GrabCar|GrabExpress,194000.0
USR001637,14,8,383000.0,1,Silver,Jakarta,0,Loyal,3,3,3,1,9,10,Loyal,3861,2,GrabBike,383000.0
USR000120,9,16,1759000.0,3,Platinum,Bekasi,0,Champions,4,4,4,3,12,15,Champions,15679,1,GrabFood|GrabMart|GrabBike,1759000.0
USR002981,25,11,657000.0,3,Gold,Medan,0,Loyal,2,3,4,3,9,12,At_Risk,5375,4,GrabFood|GrabExpress|GrabBike,657000.0
USR005069,45,5,212000.0,3,Silver,Jakarta,0,At_Risk,2,2,2,3,6,9,Hibernating,2229,4,GrabFood|GrabCar|GrabExpress,212000.0
USR003074,15,12,769000.0,2,Gold,Bandung,0,Loyal,3,4,4,2,11,13,Loyal,8937,2,GrabCar|GrabBike,769000.0
USR008927,340,0,68000.0,2,Member,Surabaya,0,Hibernating,1,1,1,2,3,5,Hibernating,593,3,GrabCar|GrabBike,68000.0
USR003278,11,9,737000.0,1,Gold,Surabaya,0,Loyal,4,3,4,1,11,12,Champions,8424,2,GrabMart,737000.0
USR002135,25,12,577000.0,1,Silver,Jakarta,1,Loyal,2,4,3,1,9,10,At_Risk,5596,2,GrabExpress,577000.0
USR008941,312,0,6000.0,2,Member,Bekasi,0,Hibernating,1,1,1,2,3,5,Hibernating,67,3,GrabExpress|GrabFood,6000.0
USR004970,78,3,213000.0,2,Silver,Jakarta,0,At_Risk,2,2,2,2,6,8,Hibernating,1853,0,GrabFood|GrabBike,213000.0
USR006195,20,6,206000.0,2,Silver,Jakarta,0,Promising,3,3,2,2,8,10,Loyal,1708,0,GrabMart|GrabFood,206000.0
USR000134,4,24,1243000.0,2,Gold,Jakarta,0,Champions,4,4,4,2,12,14,Champions,12455,1,GrabCar|GrabExpress,1243000.0
USR007731,9,6,111000.0,3,Member,Surabaya,0,Promising,4,3,1,3,8,11,Loyal,1082,4,GrabCar|GrabBike|GrabFood,111000.0
USR005324,79,3,240000.0,2,Silver,Medan,1,At_Risk,1,2,2,2,5,7,Hibernating,2861,0,GrabCar|GrabFood,240000.0
USR009640,234,0,23000.0,2,Member,Bandung,1,Hibernating,1,1,1,2,3,5,Hibernating,190,3,GrabFood|GrabMart,23000.0
USR006160,12,4,162000.0,3,Member,Jakarta,0,Promising,3,2,2,3,7,10,Promising,1305,4,GrabMart|GrabCar|GrabFood,162000.0
USR002559,29,14,589000.0,4,Silver,Bandung,1,Loyal,2,4,3,4,9,13,At_Risk,6371,4,GrabBike|GrabFood|GrabMart|GrabCar,589000.0
USR000062,4,27,2161000.0,2,Platinum,Medan,0,Champions,4,4,4,2,12,14,Champions,18634,1,GrabMart|GrabCar,2161000.0
USR001358,7,28,1246000.0,2,Gold,Medan,0,Champions,4,4,4,2,12,14,Champions,14246,1,GrabCar|GrabExpress,1246000.0
USR006725,18,7,99000.0,1,Member,Jakarta,0,Promising,3,3,1,1,7,8,Loyal,1152,0,GrabExpress,99000.0
USR002467,15,9,650000.0,1,Gold,Bekasi,0,Loyal,3,3,4,1,10,11,Loyal,5447,2,GrabMart,650000.0
USR000679,8,23,1917000.0,3,Platinum,Bekasi,0,Champions,4,4,4,3,12,15,Champions,18328,1,GrabCar|GrabBike|GrabMart,1917000.0
USR006797,15,6,223000.0,1,Silver,Bandung,0,Promising,3,3,2,1,8,9,Loyal,2600,0,GrabMart,223000.0
USR000741,10,28,1449000.0,3,Gold,Jakarta,0,Champions,4,4,4,3,12,15,Champions,11787,1,GrabCar|GrabExpress|GrabBike,1449000.0
USR005307,82,4,338000.0,4,Silver,Jakarta,0,At_Risk,1,2,3,4,6,10,Hibernating,3584,4,GrabFood|GrabCar|GrabExpress|GrabMart,338000.0
USR007627,12,7,189000.0,2,Member,Medan,0,Promising,3,3,2,2,8,10,Loyal,1802,0,GrabCar|GrabFood,189000.0
USR003641,26,11,554000.0,3,Silver,Jakarta,0,Loyal,2,3,3,3,8,11,At_Risk,5308,4,GrabExpress|GrabBike|GrabFood,554000.0
USR000444,2,22,1542000.0,3,Platinum,Jakarta,0,Champions,4,4,4,3,12,15,Champions,16090,1,GrabFood|GrabCar|GrabMart,1542000.0
USR008140,111,0,26000.0,4,Member,Jakarta,1,Hibernating,1,1,1,4,3,7,Hibernating,258,4,GrabCar|GrabExpress|GrabFood|GrabBike,26000.0
USR003258,8,13,598000.0,4,Silver,Jakarta,0,Loyal,4,4,3,4,11,15,Champions,6456,4,GrabMart|GrabCar|GrabExpress|GrabFood,598000.0
USR004663,86,4,249000.0,3,Silver,Surabaya,1,At_Risk,1,2,3,3,6,9,Hibernating,2925,4,GrabMart|GrabBike|GrabCar,249000.0
USR001873,8,12,685000.0,3,Gold,Jakarta,0,Loyal,4,4,4,3,12,15,Champions,6355,4,GrabMart|GrabFood|GrabCar,685000.0
USR006366,18,3,123000.0,3,Member,Jakarta,0,Promising,3,2,2,3,7,10,Promising,1107,4,GrabBike|GrabMart|GrabExpress,123000.0
USR002596,20,8,430000.0,2,Silver,Surabaya,0,Loyal,3,3,3,2,9,11,Loyal,4818,2,GrabMart|GrabFood,430000.0
USR001717,8,11,770000.0,4,Gold,Bekasi,1,Loyal,4,3,4,4,11,15,Champions,8348,4,GrabBike|GrabMart|GrabFood|GrabExpress,770000.0
USR002912,28,12,487000.0,2,Silver,Bandung,0,Loyal,2,4,3,2,9,11,At_Risk,5118,2,GrabExpress|GrabBike,487000.0
USR002843,27,13,678000.0,2,Gold,Jakarta,0,Loyal,2,4,4,2,10,12,At_Risk,8079,2,GrabFood|GrabMart,678000.0
USR004027,61,3,269000.0,2,Silver,Surabaya,1,At_Risk,2,2,3,2,7,9,Hibernating,2530,0,GrabCar|GrabBike,269000.0
USR005488,69,3,198000.0,3,Member,Jakarta,1,At_Risk,2,2,2,3,6,9,Hibernating,1739,4,GrabFood|GrabExpress|GrabCar,198000.0
USR008634,293,0,32000.0,1,Member,Bekasi,1,Hibernating,1,1,1,1,3,4,Hibernating,305,3,GrabBike,32000.0
USR008037,217,0,78000.0,1,Member,Bandung,1,Hibernating,1,1,1,1,3,4,Hibernating,694,3,GrabMart,78000.0
USR009232,351,0,71000.0,3,Member,Jakarta,1,Hibernating,1,1,1,3,3,6,Hibernating,753,3,GrabCar|GrabFood|GrabMart,71000.0
USR000489,8,19,1727000.0,4,Platinum,Jakarta,0,Champions,4,4,4,4,12,16,Champions,17523,1,GrabBike|GrabFood|GrabExpress|GrabCar,1727000.0
USR000493,1,24,2212000.0,2,Platinum,Surabaya,0,Champions,4,4,4,2,12,14,Champions,23442,1,GrabFood|GrabExpress,2212000.0
USR000690,3,21,1537000.0,2,Platinum,Jakarta,0,Champions,4,4,4,2,12,14,Champions,13525,1,GrabCar|GrabBike,1537000.0
USR003821,15,8,791000.0,4,Gold,Bandung,0,Loyal,3,3,4,4,10,14,Loyal,8298,4,GrabMart|GrabExpress|GrabBike|GrabCar,791000.0
USR000602,13,26,2349000.0,4,Platinum,Medan,0,Champions,3,4,4,4,11,15,Loyal,21061,1,GrabBike|GrabExpress|GrabCar|GrabFood,2349000.0
USR001911,25,13,486000.0,1,Silver,Jakarta,0,Loyal,2,4,3,1,9,10,At_Risk,4646,2,GrabExpress,486000.0
USR001014,10,24,1524000.0,3,Platinum,Jakarta,0,Champions,4,4,4,3,12,15,Champions,13420,1,GrabMart|GrabExpress|GrabCar,1524000.0
USR006156,15,6,83000.0,1,Member,Surabaya,0,Promising,3,3,1,1,7,8,Loyal,886,0,GrabFood,83000.0
USR001993,25,13,387000.0,1,Silver,Jakarta,0,Loyal,2,4,3,1,9,10,At_Risk,4527,2,GrabBike,387000.0
USR005769,46,3,183000.0,3,Member,Bandung,0,At_Risk,2,2,2,3,6,9,Hibernating,1973,4,GrabCar|GrabExpress|GrabFood,183000.0
USR003757,21,14,799000.0,2,Gold,Surabaya,0,Loyal,3,4,4,2,11,13,Loyal,8209,2,GrabCar|GrabExpress,799000.0
USR002366,15,12,504000.0,3,Silver,Jakarta,0,Loyal,3,4,3,3,10,13,Loyal,5230,4,GrabFood|GrabExpress|GrabCar,504000.0
USR005283,85,2,151000.0,2,Member,Surabaya,0,At_Risk,1,1,2,2,4,6,Hibernating,1616,0,GrabExpress|GrabMart,151000.0
USR004370,49,3,315000.0,4,Silver,Bandung,0,At_Risk,2,2,3,4,7,11,Hibernating,3732,4,GrabMart|GrabCar|GrabFood|GrabBike,315000.0
USR006883,16,4,172000.0,1,Member,Jakarta,0,Promising,3,2,2,1,7,8,Promising,1634,0,GrabMart,172000.0
USR007011,14,3,147000.0,3,Member,Bekasi,0,Promising,3,2,2,3,7,10,Promising,1411,4,GrabFood|GrabCar|GrabExpress,147000.0
USR001361,6,24,923000.0,2,Gold,Medan,0,Champions,4,4,4,2,12,14,Champions,9893,2,GrabExpress|GrabCar,923000.0
USR008461,98,0,72000.0,3,Member,Bekasi,1,Hibernating,1,1,1,3,3,6,Hibernating,836,4,GrabFood|GrabMart|GrabBike,72000.0
USR001526,28,10,611000.0,3,Gold,Surabaya,0,Loyal,2,3,4,3,9,12,At_Risk,7055,4,GrabCar|GrabBike|GrabFood,611000.0
USR001327,9,17,922000.0,3,Gold,Bandung,0,Champions,4,4,4,3,12,15,Champions,10907,1,GrabMart|GrabCar|GrabExpress,922000.0
USR008507,192,0,14000.0,1,Member,Bekasi,1,Hibernating,1,1,1,1,3,4,Hibernating,160,3,GrabExpress,14000.0
USR009031,128,0,41000.0,2,Member,Jakarta,1,Hibernating,1,1,1,2,3,5,Hibernating,337,0,GrabBike|GrabCar,41000.0
USR001551,17,9,586000.0,3,Silver,Medan,0,Loyal,3,3,3,3,9,12,Loyal,5446,4,GrabCar|GrabBike|GrabExpress,586000.0
USR007769,7,4,210000.0,1,Silver,Jakarta,0,Promising,4,2,2,1,8,9,Promising,2036,0,GrabMart,210000.0
USR009908,307,0,9000.0,2,Member,Bekasi,1,Hibernating,1,1,1,2,3,5,Hibernating,94,3,GrabExpress|GrabBike,9000.0
USR001337,7,24,859000.0,4,Gold,Jakarta,0,Champions,4,4,4,4,12,16,Champions,9982,1,GrabFood|GrabCar|GrabBike|GrabExpress,859000.0
USR003901,14,10,755000.0,2,Gold,Jakarta,0,Loyal,3,3,4,2,10,12,Loyal,6709,2,GrabCar|GrabBike,755000.0
USR003010,8,9,303000.0,2,Silver,Jakarta,0,Loyal,4,3,3,2,10,12,Champions,2623,2,GrabFood|GrabBike,303000.0
USR005041,48,4,242000.0,1,Silver,Bandung,1,At_Risk,2,2,3,1,7,8,Hibernating,2086,0,GrabFood,242000.0
USR008825,351,0,32000.0,1,Member,Surabaya,1,Hibernating,1,1,1,1,3,4,Hibernating,277,3,GrabExpress,32000.0
USR002250,9,9,439000.0,2,Silver,Bekasi,0,Loyal,4,3,3,2,10,12,Champions,4828,2,GrabCar|GrabMart,439000.0
USR006533,17,5,120000.0,2,Member,Jakarta,0,Promising,3,2,2,2,7,9,Promising,1418,0,GrabMart|GrabBike,120000.0
USR005039,51,4,190000.0,1,Member,Jakarta,0,At_Risk,2,2,2,1,6,7,Hibernating,1921,0,GrabFood,190000.0
USR002346,11,9,502000.0,2,Silver,Surabaya,0,Loyal,4,3,3,2,10,12,Champions,5356,2,GrabExpress|GrabFood,502000.0
USR009282,334,0,64000.0,1,Member,Bekasi,0,Hibernating,1,1,1,1,3,4,Hibernating,750,3,GrabExpress,64000.0
USR005485,60,4,255000.0,2,Silver,Bekasi,1,At_Risk,2,2,3,2,7,9,Hibernating,2673,0,GrabFood|GrabCar,255000.0
USR002784,22,9,527000.0,3,Silver,Surabaya,0,Loyal,2,3,3,3,8,11,At_Risk,5885,4,GrabFood|GrabCar|GrabExpress,527000.0
USR005119,55,5,185000.0,1,Member,Jakarta,0,At_Risk,2,2,2,1,6,7,Hibernating,1846,0,GrabBike,185000.0
USR007550,18,3,235000.0,3,Silver,Bekasi,0,Promising,3,2,2,3,7,10,Promising,2496,4,GrabBike|GrabExpress|GrabFood,235000.0
USR005555,58,2,223000.0,2,Silver,Jakarta,1,At_Risk,2,1,2,2,5,7,Hibernating,2263,0,GrabBike|GrabMart,223000.0
USR005599,60,2,104000.0,3,Member,Jakarta,0,At_Risk,2,1,1,3,4,7,Hibernating,976,4,GrabBike|GrabMart|GrabExpress,104000.0
USR007630,9,6,124000.0,2,Member,Jakarta,0,Promising,4,3,2,2,9,11,Loyal,1055,0,GrabBike|GrabFood,124000.0
USR000150,12,20,2219000.0,2,Platinum,Medan,0,Champions,3,4,4,2,11,13,Loyal,23346,1,GrabMart|GrabExpress,2219000.0
USR002804,14,8,757000.0,2,Gold,Jakarta,0,Loyal,3,3,4,2,10,12,Loyal,6708,2,GrabFood|GrabExpress,757000.0
USR005874,75,4,119000.0,4,Member,Bandung,0,At_Risk,2,2,2,4,6,10,Hibernating,964,4,GrabBike|GrabMart|GrabCar|GrabFood,119000.0
USR002086,12,10,328000.0,2,Silver,Jakarta,0,Loyal,3,3,3,2,9,11,Loyal,3555,2,GrabMart|GrabExpress,328000.0
USR003751,23,14,754000.0,1,Gold,Medan,0,Loyal,2,4,4,1,10,11,At_Risk,7600,2,GrabCar,754000.0
USR005612,82,3,216000.0,1,Silver,Bekasi,0,At_Risk,1,2,2,1,5,6,Hibernating,1902,0,GrabMart,216000.0
USR002259,22,14,671000.0,3,Gold,Jakarta,0,Loyal,2,4,4,3,10,13,At_Risk,7117,4,GrabExpress|GrabCar|GrabMart,671000.0
USR004017,66,4,299000.0,2,Silver,Jakarta,0,At_Risk,2,2,3,2,7,9,Hibernating,3417,0,GrabExpress|GrabBike,299000.0
USR006113,17,5,234000.0,1,Silver,Jakarta,0,Promising,3,2,2,1,7,8,Promising,2785,0,GrabBike,234000.0
USR006058,13,5,134000.0,1,Member,Jakarta,0,Promising,3,2,2,1,7,8,Promising,1352,0,GrabMart,134000.0
USR002424,11,10,787000.0,1,Gold,Bekasi,0,Loyal,4,3,4,1,11,12,Champions,6530,2,GrabExpress,787000.0
USR008034,296,0,12000.0,1,Member,Jakarta,1,Hibernating,1,1,1,1,3,4,Hibernating,126,3,GrabCar,12000.0
USR003856,19,14,495000.0,2,Silver,Jakarta,0,Loyal,3,4,3,2,10,12,Loyal,4713,2,GrabExpress|GrabMart,495000.0
USR000859,6,22,1176000.0,4,Gold,Medan,0,Champions,4,4,4,4,12,16,Champions,9785,1,GrabExpress|GrabCar|GrabFood|GrabBike,1176000.0
USR008170,351,0,41000.0,3,Member,Bandung,0,Hibernating,1,1,1,3,3,6,Hibernating,385,3,GrabCar|GrabMart|GrabExpress,41000.0
USR007591,8,6,146000.0,1,Member,Bekasi,0,Promising,4,3,2,1,9,10,Loyal,1504,0,GrabExpress,146000.0
USR008097,155,0,1000.0,3,Member,Surabaya,1,Hibernating,1,1,1,3,3,6,Hibernating,8,3,GrabMart|GrabBike|GrabFood,1000.0
USR007320,10,5,204000.0,3,Silver,Jakarta,0,Promising,4,2,2,3,8,11,Promising,1835,4,GrabCar|GrabFood|GrabBike,204000.0
USR008563,302,0,63000.0,1,Member,Jakarta,1,Hibernating,1,1,1,1,3,4,Hibernating,615,3,GrabMart,63000.0
USR004739,79,4,296000.0,4,Silver,Jakarta,1,At_Risk,1,2,3,4,6,10,Hibernating,2813,4,GrabExpress|GrabMart|GrabCar|GrabBike,296000.0
USR008594,322,0,73000.0,1,Member,Jakarta,0,Hibernating,1,1,1,1,3,4,Hibernating,871,3,GrabBike,73000.0
USR004462,79,4,108000.0,1,Member,Bekasi,1,At_Risk,1,2,1,1,4,5,Hibernating,1104,0,GrabBike,108000.0
USR005528,68,5,330000.0,1,Silver,Bandung,0,At_Risk,2,2,3,1,7,8,Hibernating,3464,0,GrabBike,330000.0
USR001364,2,21,1379000.0,3,Gold,Medan,0,Champions,4,4,4,3,12,15,Champions,14001,1,GrabBike|GrabFood|GrabMart,1379000.0
USR001779,13,9,641000.0,3,Gold,Bandung,0,Loyal,3,3,4,3,10,13,Loyal,6958,4,GrabBike|GrabMart|GrabFood,641000.0
USR009221,110,0,26000.0,2,Member,Bekasi,1,Hibernating,1,1,1,2,3,5,Hibernating,235,0,GrabExpress|GrabFood,26000.0
USR004785,87,2,144000.0,3,Member,Bandung,0,At_Risk,1,1,2,3,4,7,Hibernating,1239,4,GrabCar|GrabMart|GrabExpress,144000.0
USR006334,19,5,109000.0,1,Member,Jakarta,1,Promising,3,2,1,1,6,7,Promising,978,0,GrabFood,109000.0
USR001818,24,13,657000.0,3,Gold,Jakarta,0,Loyal,2,4,4,3,10,13,At_Risk,7542,4,GrabCar|GrabFood|GrabMart,657000.0
USR007799,19,4,237000.0,2,Silver,Bekasi,0,Promising,3,2,2,2,7,9,Promising,2537,0,GrabFood|GrabExpress,237000.0
USR004937,67,2,241000.0,1,Silver,Jakarta,0,At_Risk,2,1,3,1,6,7,Hibernating,2345,0,GrabBike,241000.0
USR002704,18,11,490000.0,1,Silver,Bekasi,0,Loyal,3,3,3,1,9,10,Loyal,5272,2,GrabExpress,490000.0
USR005285,50,4,111000.0,3,Member,Jakarta,0,At_Risk,2,2,1,3,5,8,Hibernating,931,4,GrabMart|GrabFood|GrabBike,111000.0
USR000175,8,21,2272000.0,2,Platinum,Jakarta,0,Champions,4,4,4,2,12,14,Champions,19064,1,GrabBike|GrabMart,2272000.0
USR007481,17,3,230000.0,1,Silver,Bandung,0,Promising,3,2,2,1,7,8,Promising,2523,0,GrabMart,230000.0
USR002093,9,9,515000.0,3,Silver,Jakarta,0,Loyal,4,3,3,3,10,13,Champions,5058,4,GrabBike|GrabExpress|GrabMart,515000.0
USR008750,157,0,26000.0,1,Member,Jakarta,1,Hibernating,1,1,1,1,3,4,Hibernating,258,0,GrabFood,26000.0
USR003491,19,13,441000.0,2,Silver,Jakarta,0,Loyal,3,4,3,2,10,12,Loyal,5204,2,GrabCar|GrabMart,441000.0
USR001920,12,12,415000.0,1,Silver,Jakarta,0,Loyal,3,4,3,1,10,11,Loyal,4173,2,GrabCar,415000.0
USR000082,5,18,1809000.0,3,Platinum,Bandung,0,Champions,4,4,4,3,12,15,Champions,14555,1,GrabMart|GrabBike|GrabCar,1809000.0
USR000816,13,21,2487000.0,3,Platinum,Jakarta,0,Champions,3,4,4,3,11,14,Loyal,21685,1,GrabMart|GrabFood|GrabBike,2487000.0
USR008601,287,0,40000.0,1,Member,Jakarta,1,Hibernating,1,1,1,1,3,4,Hibernating,433,3,GrabBike,40000.0
USR007354,13,5,122000.0,1,Member,Jakarta,0,Promising,3,2,2,1,7,8,Promising,1032,0,GrabMart,122000.0
USR004396,53,2,112000.0,4,Member,Surabaya,1,At_Risk,2,1,1,4,4,8,Hibernating,912,4,GrabCar|GrabBike|GrabMart|GrabFood,112000.0
USR009181,262,0,8000.0,1,Member,Bandung,0,Hibernating,1,1,1,1,3,4,Hibernating,69,3,GrabFood,8000.0
USR005568,74,3,287000.0,2,Silver,Jakarta,0,At_Risk,2,2,3,2,7,9,Hibernating,2378,0,GrabBike|GrabFood,287000.0
USR000283,3,27,1200000.0,4,Gold,Bandung,0,Champions,4,4,4,4,12,16,Champions,10013,1,GrabBike|GrabMart|GrabExpress|GrabCar,1200000.0
USR004120,71,2,242000.0,2,Silver,Jakarta,0,At_Risk,2,1,3,2,6,8,Hibernating,2589,0,GrabCar|GrabBike,242000.0
USR007480,11,3,175000.0,1,Member,Medan,0,Promising,4,2,2,1,8,9,Promising,1960,0,GrabFood,175000.0
USR000609,10,20,1018000.0,1,Gold,Surabaya,0,Champions,4,4,4,1,12,13,Champions,10774,2,GrabMart,1018000.0
USR002915,20,12,486000.0,1,Silver,Medan,0,Loyal,3,4,3,1,10,11,Loyal,5155,2,GrabBike,486000.0
USR001813,21,8,519000.0,1,Silver,Bekasi,0,Loyal,3,3,3,1,9,10,Loyal,4876,2,GrabFood,519000.0
USR001271,5,29,2351000.0,4,Platinum,Surabaya,0,Champions,4,4,4,4,12,16,Champions,22170,1,GrabMart|GrabFood|GrabExpress|GrabBike,2351000.0
USR005924,53,3,139000.0,2,Member,Jakarta,0,At_Risk,2,2,2,2,6,8,Hibernating,1408,0,GrabFood|GrabCar,139000.0
USR009595,289,0,60000.0,1,Member,Surabaya,1,Hibernating,1,1,1,1,3,4,Hibernating,636,3,GrabExpress,60000.0
USR002994,10,9,702000.0,1,Gold,Bandung,0,Loyal,4,3,4,1,11,12,Champions,6068,2,GrabFood,702000.0
USR007109,5,3,108000.0,1,Member,Medan,0,Promising,4,2,1,1,7,8,Promising,1102,0,GrabExpress,108000.0
USR008613,308,0,12000.0,2,Member,Jakarta,1,Hibernating,1,1,1,2,3,5,Hibernating,114,3,GrabMart|GrabFood,12000.0
USR007356,6,6,206000.0,3,Silver,Jakarta,1,Promising,4,3,2,3,9,12,Loyal,1698,4,GrabMart|GrabFood|GrabExpress,206000.0
USR002642,12,12,537000.0,1,Silver,Bandung,0,Loyal,3,4,3,1,10,11,Loyal,4390,2,GrabFood,537000.0
USR006553,8,5,209000.0,2,Silver,Bekasi,0,Promising,4,2,2,2,8,10,Promising,2495,0,GrabExpress|GrabCar,209000.0
USR004508,60,4,199000.0,2,Member,Bandung,0,At_Risk,2,2,2,2,6,8,Hibernating,2364,0,GrabCar|GrabBike,199000.0
USR002305,12,10,426000.0,1,Silver,Jakarta,0,Loyal,3,3,3,1,9,10,Loyal,4009,2,GrabCar,426000.0
USR006502,20,7,210000.0,1,Silver,Jakarta,0,Promising,3,3,2,1,8,9,Loyal,2432,0,GrabCar,210000.0
