user_id,segment_true,last_tx_date,recency_days,frequency_monthly,monetary_monthly,ovo_points_balance,tier,services_used,n_services,city,churn_label
USR002053,Loyal,2024-12-10,22,8,707000.0,7720,Gold,GrabBike|GrabMart,2,Jakarta,0
USR000071,Champions,2024-12-21,11,28,2166000.0,21336,Platinum,GrabExpress|GrabCar|GrabMart,3,Surabaya,0
USR005507,At_Risk,2024-10-13,80,5,192000.0,1877,Member,GrabExpress|GrabCar,2,Bandung,1
USR008514,Hibernating,2024-01-26,341,0,36000.0,331,Member,GrabCar|GrabFood,2,Bekasi,1
USR007510,Promising,2024-12-12,20,4,121000.0,1093,Member,GrabExpress,1,Surabaya,0
USR008151,Hibernating,2024-06-17,198,0,77000.0,827,Member,GrabMart|GrabFood|GrabCar|GrabBike,4,Jakarta,1
USR001666,Loyal,2024-12-10,22,13,745000.0,6159,Gold,GrabFood|GrabCar|GrabMart|GrabExpress,4,Medan,0
USR007861,Promising,2024-12-28,4,3,134000.0,1439,Member,GrabMart|GrabCar|GrabExpress|GrabFood,4,Jakarta,1
USR009159,Hibernating,2024-01-26,341,0,52000.0,498,Member,GrabExpress|GrabCar,2,Jakarta,1
USR005688,At_Risk,2024-10-05,88,2,289000.0,2969,Silver,GrabExpress|GrabMart|GrabFood,3,Bekasi,1
USR001445,Champions,2024-12-26,6,29,1056000.0,12354,Gold,GrabFood|GrabCar|GrabBike|GrabExpress,4,Bekasi,0
USR005227,At_Risk,2024-11-01,61,2,345000.0,3731,Silver,GrabBike,1,Jakarta,0
USR006982,Promising,2024-12-20,12,6,207000.0,2293,Silver,GrabBike|GrabMart,2,Medan,0
USR001695,Loyal,2024-12-09,23,9,421000.0,3415,Silver,GrabMart,1,Bekasi,0
USR002892,Loyal,2024-12-22,10,8,787000.0,6766,Gold,GrabExpress|GrabMart,2,Surabaya,0
USR001574,Loyal,2024-12-16,16,8,489000.0,5091,Silver,GrabCar|GrabExpress|GrabBike,3,Bekasi,0
USR003203,Loyal,2024-12-18,14,8,562000.0,6486,Silver,GrabFood,1,Jakarta,0
USR004405,At_Risk,2024-11-13,49,5,140000.0,1443,Member,GrabFood|GrabExpress,2,Jakarta,0
USR001630,Loyal,2024-12-04,28,10,477000.0,5210,Silver,GrabExpress|GrabCar,2,Jakarta,0
USR008380,Hibernating,2024-07-07,178,0,37000.0,298,Member,GrabFood,1,Jakarta,1
USR001881,Loyal,2024-12-25,7,14,354000.0,3459,Silver,GrabFood,1,Jakarta,1
USR008821,Hibernating,2024-06-30,185,0,13000.0,153,Member,GrabMart,1,Medan,1
USR006463,Promising,2024-12-19,13,7,232000.0,2487,Silver,GrabBike|GrabFood|GrabCar|GrabExpress,4,Jakarta,0
USR000848,Champions,2024-12-29,3,23,1674000.0,13784,Platinum,GrabBike,1,Bandung,1
USR009923,Hibernating,2024-03-06,301,0,77000.0,842,Member,GrabCar|GrabExpress,2,Surabaya,1
USR006188,Promising,2024-12-21,11,6,180000.0,1869,Member,GrabFood|GrabMart|GrabBike,3,Bandung,0
USR005869,At_Risk,2024-11-09,53,2,320000.0,2807,Silver,GrabMart,1,Jakarta,0
USR002877,Loyal,2024-12-17,15,8,509000.0,5641,Silver,GrabFood,1,Jakarta,0
USR000186,Champions,2024-12-29,3,27,1962000.0,21623,Platinum,GrabCar|GrabMart|GrabFood,3,Surabaya,0
USR003779,Loyal,2024-12-18,14,12,554000.0,5578,Silver,GrabBike,1,Jakarta,0
USR001830,Loyal,2024-12-17,15,13,333000.0,3841,Silver,GrabMart|GrabExpress|GrabBike|GrabCar,4,Bekasi,0
USR008325,Hibernating,2024-01-06,361,0,7000.0,64,Member,GrabFood|GrabMart|GrabBike,3,Medan,0
USR009241,Hibernating,2024-02-26,310,0,59000.0,683,Member,GrabMart|GrabCar,2,Surabaya,1
USR006378,Promising,2024-12-18,14,7,122000.0,1049,Member,GrabFood,1,Jakarta,1
USR001234,Champions,2024-12-27,5,19,1122000.0,12897,Gold,GrabMart,1,Bandung,0
USR006964,Promising,2024-12-25,7,7,165000.0,1534,Member,GrabCar|GrabExpress,2,Bekasi,1
USR003915,Loyal,2024-12-05,27,11,569000.0,4989,Silver,GrabExpress|GrabFood,2,Bandung,0
USR000446,Champions,2024-12-27,5,26,1597000.0,18891,Platinum,GrabFood|GrabExpress,2,Jakarta,0
USR000844,Champions,2024-12-23,9,21,1785000.0,17059,Platinum,GrabFood|GrabExpress,2,Jakarta,0
USR008062,Hibernating,2024-05-10,236,0,74000.0,662,Member,GrabMart,1,Jakarta,1
USR005402,At_Risk,2024-11-03,59,2,309000.0,3551,Silver,GrabCar|GrabExpress,2,Medan,1
USR002440,Loyal,2024-12-25,7,14,505000.0,5850,Silver,GrabMart,1,Surabaya,1
USR003103,Loyal,2024-12-24,8,14,422000.0,4228,Silver,GrabBike|GrabFood,2,Jakarta,0
USR008585,Hibernating,2024-08-07,147,0,21000.0,238,Member,GrabCar|GrabMart,2,Surabaya,1
USR006791,Promising,2024-12-17,15,6,141000.0,1394,Member,GrabMart|GrabFood,2,Jakarta,0
USR005650,At_Risk,2024-11-09,53,3,175000.0,1724,Member,GrabBike,1,Surabaya,0
USR001294,Champions,2024-12-30,2,28,2196000.0,26208,Platinum,GrabExpress|GrabCar,2,Jakarta,0
USR005079,At_Risk,2024-10-28,65,4,270000.0,2432,Silver,GrabMart,1,Jakarta,1
USR009016,Hibernating,2024-07-08,177,0,19000.0,158,Member,GrabCar|GrabExpress|GrabMart,3,Bandung,1
USR005067,At_Risk,2024-10-29,64,5,112000.0,957,Member,GrabCar|GrabMart,2,Surabaya,1
USR003442,Loyal,2024-12-25,7,11,321000.0,3409,Silver,GrabFood,1,Jakarta,0
USR008451,Hibernating,2024-09-17,106,0,44000.0,369,Member,GrabFood,1,Medan,1
USR007273,Promising,2024-12-14,18,7,221000.0,1896,Silver,GrabExpress|GrabMart,2,Medan,0
USR006105,Promising,2024-12-25,7,6,168000.0,1520,Member,GrabFood|GrabMart|GrabExpress,3,Surabaya,0
USR000776,Champions,2024-12-23,9,18,927000.0,10776,Gold,GrabMart|GrabExpress,2,Surabaya,0
USR009716,Hibernating,2024-05-18,228,0,25000.0,229,Member,GrabMart|GrabCar|GrabFood,3,Jakarta,1
USR002153,Loyal,2024-12-11,21,9,429000.0,3964,Silver,GrabCar,1,Jakarta,0
USR004920,At_Risk,2024-10-20,73,4,330000.0,3501,Silver,GrabBike,1,Jakarta,1
USR005360,At_Risk,2024-10-12,81,2,199000.0,2276,Member,GrabExpress|GrabFood|GrabBike|GrabCar,4,Jakarta,1
USR009735,Hibernating,2024-05-13,233,0,60000.0,552,Member,GrabExpress|GrabMart|GrabFood,3,Bandung,1
USR005957,At_Risk,2024-10-28,65,2,137000.0,1594,Member,GrabExpress|GrabCar|GrabMart|GrabBike,4,Jakarta,1
USR008411,Hibernating,2024-06-27,188,0,46000.0,500,Member,GrabExpress,1,Jakarta,1
USR008432,Hibernating,2024-06-12,203,0,37000.0,346,Member,GrabFood|GrabExpress|GrabMart,3,Jakarta,1
USR003183,Loyal,2024-12-22,10,11,725000.0,7729,Gold,GrabExpress,1,Medan,0
USR006792,Promising,2024-12-19,13,3,130000.0,1062,Member,GrabFood|GrabExpress|GrabBike,3,Bekasi,1
USR003199,Loyal,2024-12-09,23,11,795000.0,8727,Gold,GrabExpress|GrabBike,2,Bandung,0
USR009369,Hibernating,2024-03-14,293,0,55000.0,500,Member,GrabFood|GrabExpress|GrabCar,3,Bandung,1
USR001289,Champions,2024-12-29,3,26,1174000.0,11859,Gold,GrabExpress|GrabCar|GrabMart|GrabBike,4,Bandung,0
USR004581,At_Risk,2024-11-02,60,3,329000.0,2687,Silver,GrabExpress,1,Medan,0
USR006192,Promising,2024-12-14,18,4,227000.0,2319,Silver,GrabExpress,1,Surabaya,1
USR008935,Hibernating,2024-01-06,361,0,11000.0,123,Member,GrabExpress|GrabFood|GrabMart,3,Bekasi,1
USR007149,Promising,2024-12-27,5,4,182000.0,1795,Member,GrabExpress|GrabMart|GrabBike,3,Jakarta,0
USR009846,Hibernating,2024-04-28,248,0,5000.0,40,Member,GrabFood|GrabCar|GrabBike|GrabExpress,4,Bandung,1
USR004106,At_Risk,2024-10-17,76,4,314000.0,3199,Silver,GrabExpress,1,Jakarta,1
USR004126,At_Risk,2024-10-19,74,3,292000.0,2776,Silver,GrabFood|GrabExpress,2,Bekasi,0
USR008300,Hibernating,2024-09-26,97,0,72000.0,719,Member,GrabCar,1,Jakarta,1
USR003966,Loyal,2024-12-24,8,12,662000.0,6491,Gold,GrabExpress,1,Medan,1
USR001879,Loyal,2024-12-22,10,11,497000.0,4321,Silver,GrabMart|GrabBike,2,Jakarta,0
USR008496,Hibernating,2024-03-14,293,0,58000.0,574,Member,GrabMart|GrabExpress|GrabCar,3,Bekasi,0
USR009299,Hibernating,2024-04-10,266,0,75000.0,614,Member,GrabCar|GrabBike,2,Surabaya,1
USR006348,Promising,2024-12-16,16,3,152000.0,1470,Member,GrabExpress,1,Bekasi,0
USR003587,Loyal,2024-12-09,23,11,791000.0,7052,Gold,GrabExpress|GrabCar,2,Surabaya,0
USR007372,Promising,2024-12-20,12,5,169000.0,1425,Member,GrabMart,1,Jakarta,0
USR003865,Loyal,2024-12-24,8,9,386000.0,3149,Silver,GrabCar|GrabFood|GrabExpress,3,Surabaya,0
USR008487,Hibernating,2024-03-30,277,0,19000.0,197,Member,GrabMart,1,Jakarta,1
USR004131,At_Risk,2024-10-23,70,2,158000.0,1518,Member,GrabMart|GrabCar,2,Bekasi,1
USR001036,Champions,2024-12-30,2,20,1520000.0,13105,Platinum,GrabCar|GrabFood|GrabBike|GrabMart,4,Surabaya,0
USR000636,Champions,2024-12-27,5,19,1400000.0,15265,Gold,GrabFood|GrabExpress,2,Jakarta,0
USR006153,Promising,2024-12-27,5,3,118000.0,1370,Member,GrabFood|GrabBike,2,Jakarta,0
USR004134,At_Risk,2024-10-14,79,5,173000.0,1386,Member,GrabCar,1,Bekasi,0
USR005338,At_Risk,2024-10-06,87,4,326000.0,3463,Silver,GrabFood|GrabBike|GrabMart,3,Medan,1
USR001083,Champions,2024-12-20,12,23,1634000.0,15312,Platinum,GrabCar|GrabBike,2,Bandung,0
USR000861,Champions,2024-12-20,12,19,1997000.0,20322,Platinum,GrabExpress|GrabFood,2,Jakarta,0
USR000903,Champions,2024-12-19,13,16,1762000.0,20940,Platinum,GrabBike|GrabMart|GrabCar,3,Medan,0
USR000191,Champions,2024-12-22,10,19,1617000.0,19076,Platinum,GrabCar|GrabFood|GrabExpress,3,Surabaya,0
USR000109,Champions,2024-12-30,2,20,813000.0,8731,Gold,GrabFood|GrabExpress,2,Jakarta,0
USR004455,At_Risk,2024-10-21,72,4,118000.0,1361,Member,GrabMart,1,Jakarta,0
USR001942,Loyal,2024-12-17,15,10,707000.0,5719,Gold,GrabFood|GrabBike|GrabMart,3,Bekasi,0
USR005856,At_Risk,2024-10-29,64,5,214000.0,2202,Silver,GrabExpress,1,Bandung,0
USR004331,At_Risk,2024-10-30,63,3,328000.0,2912,Silver,GrabBike,1,Jakarta,1
USR008541,Hibernating,2024-01-05,362,0,74000.0,672,Member,GrabCar|GrabMart|GrabFood,3,Medan,0
USR002040,Loyal,2024-12-03,29,14,485000.0,4617,Silver,GrabBike|GrabExpress|GrabMart|GrabFood,4,Bekasi,0
USR007331,Promising,2024-12-23,9,4,168000.0,1357,Member,GrabCar|GrabExpress,2,Jakarta,0
USR007317,Promising,2024-12-13,19,4,221000.0,2617,Silver,GrabMart|GrabBike|GrabCar,3,Bandung,0
USR007779,Promising,2024-12-19,13,5,160000.0,1630,Member,GrabCar|GrabBike,2,Bandung,0
USR004659,At_Risk,2024-10-31,62,5,181000.0,1988,Member,GrabExpress|GrabMart|GrabBike|GrabFood,4,Jakarta,1
USR007313,Promising,2024-12-25,7,6,201000.0,1725,Silver,GrabFood|GrabCar,2,Jakarta,1
USR002775,Loyal,2024-12-14,18,8,681000.0,6895,Gold,GrabBike,1,Medan,0
USR004145,At_Risk,2024-10-27,66,5,329000.0,3360,Silver,GrabMart,1,Jakarta,0
USR002323,Loyal,2024-12-19,13,9,707000.0,6420,Gold,GrabBike|GrabExpress|GrabCar,3,Bekasi,0
USR000762,Champions,2024-12-20,12,22,2266000.0,24521,Platinum,GrabCar|GrabFood|GrabMart,3,Bekasi,0
USR002617,Loyal,2024-12-22,10,13,740000.0,6100,Gold,GrabCar,1,Bandung,0
USR002411,Loyal,2024-12-04,28,13,576000.0,5366,Silver,GrabCar|GrabBike|GrabMart|GrabExpress,4,Jakarta,0
USR001094,Champions,2024-12-30,2,27,1112000.0,13055,Gold,GrabExpress|GrabCar|GrabMart,3,Surabaya,0
USR006173,Promising,2024-12-22,10,6,108000.0,1057,Member,GrabBike,1,Jakarta,0
USR007048,Promising,2024-12-29,3,3,209000.0,1927,Silver,GrabFood|GrabCar|GrabBike,3,Jakarta,0
USR009272,Hibernating,2024-04-26,250,0,28000.0,299,Member,GrabExpress,1,Jakarta,1
USR003135,Loyal,2024-12-06,26,9,618000.0,7316,Gold,GrabCar|GrabBike|GrabExpress,3,Bandung,0
USR007787,Promising,2024-12-19,13,6,250000.0,2427,Silver,GrabBike,1,Bandung,0
USR005040,At_Risk,2024-11-02,60,2,169000.0,1538,Member,GrabExpress,1,Jakarta,0
USR003805,Loyal,2024-12-23,9,8,477000.0,4787,Silver,GrabMart|GrabBike|GrabFood,3,Jakarta,0
USR000884,Champions,2024-12-25,7,19,2065000.0,17642,Platinum,GrabExpress|GrabCar|GrabFood,3,Jakarta,1
USR002654,Loyal,2024-12-10,22,14,410000.0,3370,Silver,GrabMart,1,Jakarta,1
USR005921,At_Risk,2024-10-15,78,2,316000.0,3556,Silver,GrabBike|GrabExpress|GrabFood,3,Bekasi,1
USR006187,Promising,2024-12-21,11,4,100000.0,1017,Member,GrabCar,1,Jakarta,0
USR008085,Hibernating,2024-04-22,254,0,47000.0,393,Member,GrabFood|GrabBike,2,Bandung,1
USR006742,Promising,2024-12-20,12,5,92000.0,912,Member,GrabExpress|GrabBike,2,Jakarta,1
USR007626,Promising,2024-12-13,19,7,91000.0,1033,Member,GrabMart|GrabExpress|GrabFood|GrabCar,4,Bandung,0
USR005680,At_Risk,2024-10-11,82,2,124000.0,1175,Member,GrabCar|GrabFood|GrabBike,3,Jakarta,1
USR007007,Promising,2024-12-29,3,7,244000.0,2200,Silver,GrabExpress,1,Surabaya,0
USR009686,Hibernating,2024-09-08,115,0,76000.0,863,Member,GrabExpress|GrabMart,2,Jakarta,1
USR002202,Loyal,2024-12-22,10,10,363000.0,4195,Silver,GrabBike|GrabExpress,2,Jakarta,0
USR006107,Promising,2024-12-16,16,7,176000.0,1819,Member,GrabFood,1,Surabaya,1
USR006417,Promising,2024-12-28,4,4,108000.0,956,Member,GrabBike|GrabFood,2,Bekasi,0
USR001262,Champions,2024-12-27,5,22,1964000.0,18072,Platinum,GrabExpress|GrabMart,2,Bandung,0
USR008379,Hibernating,2024-08-16,138,0,44000.0,374,Member,GrabCar|GrabBike,2,Jakarta,1
USR000975,Champions,2024-12-31,1,19,2148000.0,19536,Platinum,GrabMart|GrabFood,2,Jakarta,0
USR005831,At_Risk,2024-10-17,76,2,138000.0,1441,Member,GrabExpress|GrabBike|GrabMart,3,Jakarta,1
USR004925,At_Risk,2024-11-08,54,4,129000.0,1318,Member,GrabMart,1,Bandung,1
USR000941,Champions,2024-12-27,5,27,1257000.0,10990,Gold,GrabBike|GrabCar|GrabMart,3,Jakarta,0
USR004723,At_Risk,2024-11-06,56,3,169000.0,1446,Member,GrabFood|GrabBike,2,Jakarta,0
USR002387,Loyal,2024-12-09,23,9,481000.0,4806,Silver,GrabExpress,1,Bekasi,0
USR009728,Hibernating,2024-04-16,260,0,64000.0,692,Member,GrabCar|GrabExpress|GrabBike|GrabMart,4,Jakarta,1
USR005021,At_Risk,2024-10-30,63,2,205000.0,1801,Silver,GrabMart,1,Jakarta,1
USR004391,At_Risk,2024-11-13,49,4,344000.0,3592,Silver,GrabBike|GrabCar|GrabExpress,3,Surabaya,0
USR005148,At_Risk,2024-10-22,71,3,175000.0,1686,Member,GrabBike,1,Surabaya,0
USR003221,Loyal,2024-12-08,24,9,601000.0,6386,Gold,GrabExpress,1,Bandung,0
USR003882,Loyal,2024-12-25,7,9,389000.0,3594,Silver,GrabFood,1,Bandung,0
USR009438,Hibernating,2024-07-21,164,0,8000.0,78,Member,GrabBike,1,Surabaya,1
USR006624,Promising,2024-12-13,19,4,181000.0,1715,Member,GrabBike,1,Surabaya,1
USR005918,At_Risk,2024-10-11,82,2,117000.0,1108,Member,GrabMart,1,Bekasi,0
USR002789,Loyal,2024-12-18,14,13,651000.0,5902,Gold,GrabExpress|GrabBike,2,Bekasi,0
USR000944,Champions,2024-12-29,3,24,1192000.0,10224,Gold,GrabExpress|GrabCar|GrabMart,3,Bekasi,0
USR008908,Hibernating,2024-06-24,191,0,20000.0,165,Member,GrabBike|GrabFood|GrabExpress,3,Surabaya,1
USR001857,Loyal,2024-12-23,9,12,401000.0,4708,Silver,GrabExpress,1,Bekasi,0
USR009080,Hibernating,2024-08-20,134,0,5000.0,43,Member,GrabExpress|GrabMart|GrabFood|GrabBike,4,Surabaya,1
USR004108,At_Risk,2024-11-07,55,2,115000.0,1097,Member,GrabBike|GrabExpress|GrabFood|GrabCar,4,Jakarta,1
USR008513,Hibernating,2024-02-21,315,0,76000.0,616,Member,GrabCar|GrabMart,2,Jakarta,1
USR003255,Loyal,2024-12-18,14,8,778000.0,6707,Gold,GrabCar,1,Jakarta,0
USR002690,Loyal,2024-12-23,9,14,411000.0,4003,Silver,GrabFood|GrabExpress|GrabBike,3,Jakarta,0
USR009512,Hibernating,2024-06-26,189,0,17000.0,182,Member,GrabExpress|GrabBike|GrabCar,3,Jakarta,1
USR006961,Promising,2024-12-16,16,4,227000.0,2181,Silver,GrabMart|GrabFood,2,Jakarta,1
USR001319,Champions,2024-12-27,5,24,1345000.0,13514,Gold,GrabMart|GrabCar|GrabExpress|GrabFood,4,Jakarta,0
USR008882,Hibernating,2024-07-28,157,0,66000.0,585,Member,GrabExpress|GrabBike|GrabMart,3,Jakarta,1
USR009880,Hibernating,2024-05-23,223,0,1000.0,9,Member,GrabMart|GrabExpress|GrabCar,3,Jakarta,0
USR005162,At_Risk,2024-10-09,84,2,350000.0,2856,Silver,GrabFood|GrabCar,2,Jakarta,1
USR005829,At_Risk,2024-10-04,89,2,253000.0,2413,Silver,GrabExpress|GrabCar,2,Bekasi,1
USR007953,Promising,2024-12-27,5,5,114000.0,1218,Member,GrabFood,1,Jakarta,0
USR005958,At_Risk,2024-11-11,51,5,187000.0,1934,Member,GrabExpress|GrabCar|GrabFood,3,Jakarta,1
USR009271,Hibernating,2024-09-25,98,0,36000.0,368,Member,GrabCar|GrabExpress,2,Surabaya,1
USR003475,Loyal,2024-12-04,28,13,411000.0,4643,Silver,GrabMart|GrabExpress,2,Jakarta,0
USR003505,Loyal,2024-12-13,19,13,581000.0,5664,Silver,GrabBike|GrabFood|GrabExpress,3,Jakarta,0
USR004749,At_Risk,2024-10-07,86,4,342000.0,2778,Silver,GrabBike|GrabMart|GrabCar,3,Jakarta,0
USR002477,Loyal,2024-12-25,7,9,689000.0,7644,Gold,GrabFood,1,Bekasi,0
USR009490,Hibernating,2024-04-08,268,0,4000.0,34,Member,GrabBike|GrabExpress|GrabCar|GrabMart,4,Medan,1
USR006615,Promising,2024-12-19,13,6,91000.0,807,Member,GrabFood,1,Bandung,0
USR007413,Promising,2024-12-25,7,3,187000.0,1893,Member,GrabCar,1,Jakarta,0
USR007586,Promising,2024-12-12,20,4,104000.0,1037,Member,GrabExpress|GrabFood|GrabBike,3,Jakarta,1
USR005344,At_Risk,2024-11-03,59,3,174000.0,2054,Member,GrabExpress,1,Jakarta,0
USR009863,Hibernating,2024-10-02,91,0,65000.0,736,Member,GrabCar|GrabFood,2,Surabaya,0
USR007111,Promising,2024-12-12,20,7,190000.0,1951,Member,GrabMart|GrabExpress|GrabCar,3,Medan,0
USR001874,Loyal,2024-12-22,10,13,430000.0,4504,Silver,GrabBike,1,Bekasi,0
USR008516,Hibernating,2024-08-06,148,0,1000.0,11,Member,GrabCar,1,Jakarta,1
USR005270,At_Risk,2024-11-09,53,5,166000.0,1423,Member,GrabExpress,1,Jakarta,0
USR005096,At_Risk,2024-10-12,81,3,260000.0,3104,Silver,GrabExpress|GrabBike|GrabCar|GrabFood,4,Jakarta,1
USR002904,Loyal,2024-12-24,8,13,371000.0,4311,Silver,GrabBike,1,Jakarta,0
USR000570,Champions,2024-12-31,1,17,969000.0,8162,Gold,GrabFood|GrabCar|GrabMart|GrabBike,4,Jakarta,0
USR001448,Champions,2024-12-20,12,19,1745000.0,14820,Platinum,GrabCar|GrabMart,2,Bandung,0
USR005964,At_Risk,2024-11-11,51,4,217000.0,2014,Silver,GrabCar,1,Jakarta,1
USR006242,Promising,2024-12-19,13,7,189000.0,1674,Member,GrabFood|GrabCar|GrabBike,3,Surabaya,1
USR006347,Promising,2024-12-28,4,6,90000.0,979,Member,GrabBike|GrabExpress|GrabMart,3,Jakarta,0
USR007874,Promising,2024-12-17,15,7,117000.0,1351,Member,GrabExpress|GrabMart|GrabCar|GrabFood,4,Medan,0
USR009816,Hibernating,2024-01-27,340,0,34000.0,369,Member,GrabExpress|GrabMart|GrabBike,3,Jakarta,1
USR003226,Loyal,2024-12-12,20,8,355000.0,3811,Silver,GrabExpress,1,Jakarta,0
USR009744,Hibernating,2024-07-04,181,0,69000.0,751,Member,GrabMart,1,Bekasi,1
USR003978,Loyal,2024-12-03,29,10,779000.0,8809,Gold,GrabMart|GrabCar,2,Jakarta,0
USR004383,At_Risk,2024-11-14,48,4,254000.0,2283,Silver,GrabExpress,1,Jakarta,1
USR007856,Promising,2024-12-17,15,6,201000.0,2252,Silver,GrabMart|GrabFood|GrabCar,3,Bekasi,0
USR003539,Loyal,2024-12-24,8,8,601000.0,6810,Gold,GrabMart|GrabExpress,2,Jakarta,0
USR005682,At_Risk,2024-10-04,89,5,314000.0,2824,Silver,GrabBike,1,Jakarta,0
USR002827,Loyal,2024-12-16,16,10,397000.0,3496,Silver,GrabExpress|GrabMart|GrabCar,3,Surabaya,0
USR007658,Promising,2024-12-28,4,7,109000.0,1110,Member,GrabFood,1,Jakarta,1
USR004996,At_Risk,2024-11-06,56,2,332000.0,3197,Silver,GrabMart|GrabCar|GrabFood|GrabBike,4,Surabaya,0
USR001338,Champions,2024-12-27,5,23,1080000.0,9351,Gold,GrabBike|GrabExpress|GrabFood,3,Medan,0
USR003262,Loyal,2024-12-24,8,11,626000.0,5183,Gold,GrabMart,1,Bekasi,1
USR006386,Promising,2024-12-18,14,4,216000.0,2541,Silver,GrabCar|GrabExpress,2,Jakarta,0
USR007951,Promising,2024-12-16,16,4,209000.0,2351,Silver,GrabExpress,1,Jakarta,0
USR000650,Champions,2024-12-31,1,29,1193000.0,10545,Gold,GrabCar|GrabFood,2,Jakarta,0
USR002902,Loyal,2024-12-11,21,14,410000.0,4119,Silver,GrabBike|GrabExpress,2,Bekasi,0
USR002258,Loyal,2024-12-07,25,9,480000.0,5186,Silver,GrabCar,1,Surabaya,0
USR007402,Promising,2024-12-12,20,7,148000.0,1367,Member,GrabBike|GrabCar|GrabMart,3,Jakarta,0
USR003521,Loyal,2024-12-03,29,12,541000.0,5854,Silver,GrabExpress,1,Jakarta,0
USR002730,Loyal,2024-12-08,24,10,671000.0,6596,Gold,GrabExpress|GrabCar|GrabBike|GrabFood,4,Bandung,0
USR005496,At_Risk,2024-10-08,85,2,106000.0,910,Member,GrabExpress|GrabBike,2,Bekasi,0
USR004478,At_Risk,2024-10-19,74,5,320000.0,3551,Silver,GrabMart,1,Bekasi,1
USR001596,Loyal,2024-12-11,21,10,621000.0,6417,Gold,GrabFood|GrabMart|GrabExpress,3,Jakarta,0
USR007066,Promising,2024-12-28,4,7,100000.0,1084,Member,GrabCar|GrabExpress,2,Bandung,0
USR002584,Loyal,2024-12-08,24,12,418000.0,4165,Silver,GrabMart|GrabFood,2,Surabaya,0
USR005441,At_Risk,2024-10-10,83,2,334000.0,3446,Silver,GrabExpress,1,Bandung,1
USR003196,Loyal,2024-12-24,8,8,306000.0,3083,Silver,GrabExpress,1,Jakarta,0
USR008523,Hibernating,2024-07-25,160,0,3000.0,31,Member,GrabFood,1,Jakarta,1
USR007682,Promising,2024-12-13,19,3,133000.0,1169,Member,GrabMart,1,Jakarta,1
USR005376,At_Risk,2024-10-12,81,3,225000.0,1933,Silver,GrabExpress|GrabMart,2,Bandung,1
USR001258,Champions,2024-12-19,13,20,1675000.0,17177,Platinum,GrabMart|GrabBike|GrabFood|GrabExpress,4,Bekasi,0
USR005277,At_Risk,2024-10-12,81,2,285000.0,2382,Silver,GrabCar|GrabMart,2,Jakarta,1
USR000991,Champions,2024-12-26,6,20,1482000.0,17018,Gold,GrabExpress|GrabCar,2,Jakarta,0
USR003504,Loyal,2024-12-05,27,8,453000.0,5221,Silver,GrabFood,1,Surabaya,0
USR000113,Champions,2024-12-30,2,23,2032000.0,19828,Platinum,GrabCar|GrabBike|GrabExpress,3,Bandung,0
USR000919,Champions,2024-12-27,5,15,2253000.0,25573,Platinum,GrabExpress|GrabMart|GrabBike,3,Medan,0
USR002509,Loyal,2024-12-08,24,8,476000.0,4416,Silver,GrabExpress|GrabMart,2,Bekasi,0
USR009404,Hibernating,2024-07-12,173,0,72000.0,600,Member,GrabBike|GrabFood,2,Jakarta,1
USR000165,Champions,2024-12-23,9,16,1609000.0,16807,Platinum,GrabCar|GrabBike|GrabMart,3,Bandung,0
USR005263,At_Risk,2024-11-11,51,4,261000.0,2497,Silver,GrabCar,1,Bekasi,0
USR004603,At_Risk,2024-10-21,72,4,321000.0,3350,Silver,GrabMart,1,Bandung,0
USR000949,Champions,2024-12-20,12,26,2295000.0,18471,Platinum,GrabCar|GrabMart,2,Bandung,0
USR004594,At_Risk,2024-10-13,80,4,174000.0,1512,Member,GrabMart|GrabFood|GrabCar,3,Bekasi,1
USR005727,At_Risk,2024-10-10,83,5,241000.0,2583,Silver,GrabFood,1,Jakarta,1
USR003770,Loyal,2024-12-24,8,10,349000.0,3439,Silver,GrabCar|GrabExpress,2,Jakarta,0
USR002506,Loyal,2024-12-13,19,8,757000.0,6566,Gold,GrabMart|GrabFood|GrabCar|GrabBike,4,Jakarta,0
USR005107,At_Risk,2024-10-27,66,2,151000.0,1583,Member,GrabFood,1,Bandung,1
USR002850,Loyal,2024-12-17,15,14,759000.0,8836,Gold,GrabExpress|GrabCar,2,Bandung,0
USR006485,Promising,2024-12-26,6,3,236000.0,2776,Silver,GrabMart|GrabCar,2,Bekasi,0
USR005362,At_Risk,2024-11-05,57,2,281000.0,2693,Silver,GrabCar|GrabExpress|GrabFood,3,Jakarta,1
USR007442,Promising,2024-12-20,12,3,99000.0,1185,Member,GrabMart|GrabBike|GrabFood|GrabExpress,4,Jakarta,0
USR004446,At_Risk,2024-11-10,52,5,217000.0,1954,Silver,GrabBike,1,Bandung,1
USR004460,At_Risk,2024-10-08,85,4,143000.0,1233,Member,GrabFood,1,Jakarta,0
USR009513,Hibernating,2024-06-15,200,0,38000.0,325,Member,GrabFood,1,Medan,1
USR002505,Loyal,2024-12-18,14,9,525000.0,4271,Silver,GrabFood,1,Bekasi,0
USR001114,Champions,2024-12-26,6,19,2179000.0,22047,Platinum,GrabFood|GrabExpress|GrabMart,3,Bandung,0
USR008397,Hibernating,2024-09-25,98,0,36000.0,347,Member,GrabFood|GrabExpress|GrabMart,3,Bekasi,1
